Product,Category,Date,Month,Hour,Department,ip,url
Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/1/2017 14:22,Sep,14,footwear ,56.68.42.25,/department/footwear/category/boxing%20&%20mma/product/Under%20Armour%20Women's%20Micro%20G%20Skulpt%20Running%20S
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:22,Sep,14,golf ,134.2.143.5,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:22,Sep,14,golf ,28.84.236.182,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 14:23,Sep,14,fan shop ,128.71.105.141,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi/add_to_cart
Ogio Race Golf Shoes,golf bags & carts,9/1/2017 14:23,Sep,14,outdoors ,194.22.243.107,/department/outdoors/category/golf%20bags%20&%20carts/product/Ogio%20Race%20Golf%20Shoes
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 14:24,Sep,14,fan shop ,73.70.250.75,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
adidas Brazuca 2017 Official Match Ball,baseball & softball,9/1/2017 14:24,Sep,14,fitness ,139.109.118.7,/department/fitness/category/baseball%20&%20softball/product/adidas%20Brazuca%202017%20Official%20Match%20Ball
LIJA Women's Mid-Length Panel Golf Shorts,golf shoes,9/1/2017 14:24,Sep,14,outdoors ,98.117.77.173,/department/outdoors/category/golf%20shoes/product/LIJA%20Women's%20Mid-Length%20Panel%20Golf%20Shorts
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 14:24,Sep,14,golf ,61.32.230.136,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer
The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 14:25,Sep,14,fan shop ,155.0.26.67,/department/fan%20shop/category/hunting%20&%20shooting/product/The%20North%20Face%20Women's%20Recon%20Backpack
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:25,Sep,14,golf ,125.243.168.120,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
TaylorMade 2017 Purelite Stand Bag,golf gloves,9/1/2017 14:25,Sep,14,outdoors ,63.241.234.226,/department/outdoors/category/golf%20gloves/product/TaylorMade%202017%20Purelite%20Stand%20Bag/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:25,Sep,14,golf ,56.236.85.9,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 14:26,Sep,14,golf ,44.129.92.158,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 14:26,Sep,14,fan shop ,142.67.48.114,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 14:26,Sep,14,golf ,85.135.134.214,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
adidas Men's Germany Black Crest Away Tee,girls' apparel,9/1/2017 14:27,Sep,14,golf ,163.161.135.221,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee/add_to_cart
Garmin Forerunner 910XT GPS Watch,kids' golf clubs,9/1/2017 14:28,Sep,14,outdoors ,219.252.175.214,/department/outdoors/category/kids'%20golf%20clubs/product/Garmin%20Forerunner%20910XT%20GPS%20Watch/add_to_cart
Titleist Pro V1x High Numbers Personalized Go,electronics,9/1/2017 14:28,Sep,14,outdoors ,182.121.253.3,/department/outdoors/category/electronics/product/Titleist%20Pro%20V1x%20High%20Numbers%20Personalized%20Go
Pelican Sunstream 100 Kayak,water sports,9/1/2017 14:29,Sep,14,fan shop ,209.139.38.243,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 14:29,Sep,14,fitness ,125.243.168.120,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe/add_to_cart
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 14:30,Sep,14,fan shop ,163.161.135.221,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:30,Sep,14,golf ,128.252.195.215,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 14:31,Sep,14,fan shop ,216.10.81.131,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest/add_to_cart
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 14:32,Sep,14,fan shop ,215.143.180.0,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 14:32,Sep,14,apparel ,186.163.223.91,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 14:33,Sep,14,fitness ,11.7.214.40,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 14:33,Sep,14,apparel ,175.236.33.152,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 14:33,Sep,14,fitness ,199.52.45.6,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:34,Sep,14,golf ,199.52.45.6,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 14:34,Sep,14,golf ,109.143.94.143,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc/add_to_cart
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 14:35,Sep,14,apparel ,44.129.92.158,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 14:36,Sep,14,footwear ,128.252.195.215,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 14:36,Sep,14,fan shop ,142.67.48.114,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 14:36,Sep,14,fitness ,215.143.180.0,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 14:36,Sep,14,footwear ,95.234.113.98,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 14:37,Sep,14,footwear ,128.252.195.215,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 14:37,Sep,14,fitness ,7.218.119.117,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe/add_to_cart
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 14:37,Sep,14,golf ,210.138.158.124,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni/add_to_cart
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 14:38,Sep,14,fitness ,165.93.7.96,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 14:38,Sep,14,fitness ,198.195.205.47,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt/add_to_cart
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 14:38,Sep,14,golf ,109.143.94.143,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
Merrell Women's Grassbow Sport Hiking Shoe,men's golf clubs,9/1/2017 14:38,Sep,14,outdoors ,219.252.175.214,/department/outdoors/category/men's%20golf%20clubs/product/Merrell%20Women's%20Grassbow%20Sport%20Hiking%20Shoe
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 14:39,Sep,14,golf ,42.127.123.164,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
Garmin Forerunner 910XT GPS Watch,kids' golf clubs,9/1/2017 14:41,Sep,14,outdoors ,7.218.119.117,/department/outdoors/category/kids'%20golf%20clubs/product/Garmin%20Forerunner%20910XT%20GPS%20Watch
Titleist Pro V1x Golf Balls,electronics,9/1/2017 14:42,Sep,14,outdoors ,7.218.119.117,/department/outdoors/category/electronics/product/Titleist%20Pro%20V1x%20Golf%20Balls
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:42,Sep,14,golf ,11.7.214.40,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 14:42,Sep,14,golf ,163.161.135.221,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer
adidas Men's Germany Black Crest Away Tee,girls' apparel,9/1/2017 14:43,Sep,14,golf ,98.117.77.173,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 14:44,Sep,14,golf ,19.239.13.199,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc
Pelican Sunstream 100 Kayak,water sports,9/1/2017 14:44,Sep,14,fan shop ,216.10.81.131,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 14:44,Sep,14,apparel ,98.117.77.173,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 14:44,Sep,14,apparel ,216.10.81.131,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:44,Sep,14,golf ,216.10.81.131,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:45,Sep,14,golf ,204.151.79.250,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 14:45,Sep,14,apparel ,182.121.253.3,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 14:46,Sep,14,fan shop ,11.23.59.67,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:47,Sep,14,golf ,34.175.52.9,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Team Golf St. Louis Cardinals Putter Grip,accessories,9/1/2017 14:47,Sep,14,outdoors ,186.163.223.91,/department/outdoors/category/accessories/product/Team%20Golf%20St.%20Louis%20Cardinals%20Putter%20Grip
adidas Men's Germany Black Crest Away Tee,girls' apparel,9/1/2017 14:47,Sep,14,golf ,128.252.195.215,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 14:48,Sep,14,apparel ,142.67.48.114,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:49,Sep,14,golf ,111.2.209.15,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 14:49,Sep,14,footwear ,56.236.85.9,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 14:50,Sep,14,apparel ,85.135.134.214,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
adidas Men's Germany Black Crest Away Tee,girls' apparel,9/1/2017 14:50,Sep,14,golf ,219.252.175.214,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee
adidas Men's Germany Black Crest Away Tee,girls' apparel,9/1/2017 14:50,Sep,14,golf ,56.236.85.9,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 14:50,Sep,14,fan shop ,56.236.85.9,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:50,Sep,14,golf ,182.121.253.3,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 14:51,Sep,14,golf ,125.243.168.120,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer/add_to_cart
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 14:52,Sep,14,apparel ,155.0.26.67,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 14:52,Sep,14,apparel ,125.243.168.120,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 14:52,Sep,14,apparel ,128.252.195.215,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 14:53,Sep,14,golf ,125.243.168.120,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
Team Golf St. Louis Cardinals Putter Grip,accessories,9/1/2017 14:53,Sep,14,outdoors ,98.117.77.173,/department/outdoors/category/accessories/product/Team%20Golf%20St.%20Louis%20Cardinals%20Putter%20Grip/add_to_cart
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 14:53,Sep,14,footwear ,19.239.13.199,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 14:54,Sep,14,fitness ,215.143.180.0,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
Pelican Sunstream 100 Kayak,water sports,9/1/2017 14:55,Sep,14,fan shop ,175.236.33.152,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 14:55,Sep,14,fitness ,196.74.159.244,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Team Golf St. Louis Cardinals Putter Grip,accessories,9/1/2017 14:56,Sep,14,outdoors ,3.230.167.77,/department/outdoors/category/accessories/product/Team%20Golf%20St.%20Louis%20Cardinals%20Putter%20Grip
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 14:56,Sep,14,footwear ,51.219.249.191,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack
Top Flite Women's 2017 XL Hybrid,golf apparel,9/1/2017 14:56,Sep,14,outdoors ,21.45.244.105,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 14:56,Sep,14,golf ,175.236.33.152,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Garmin Forerunner 910XT GPS Watch,kids' golf clubs,9/1/2017 14:57,Sep,14,outdoors ,142.64.203.5,/department/outdoors/category/kids'%20golf%20clubs/product/Garmin%20Forerunner%20910XT%20GPS%20Watch/add_to_cart
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 14:57,Sep,14,fitness ,155.0.26.67,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Garmin Forerunner 910XT GPS Watch,kids' golf clubs,9/1/2017 14:58,Sep,14,outdoors ,120.223.10.50,/department/outdoors/category/kids'%20golf%20clubs/product/Garmin%20Forerunner%20910XT%20GPS%20Watch
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 14:58,Sep,14,fitness ,160.7.164.106,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 14:59,Sep,14,footwear ,138.46.82.98,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe/add_to_cart
Nike Dri-FIT Crew Sock 6 Pack,hockey,9/1/2017 14:59,Sep,14,fitness ,198.195.205.47,/department/fitness/category/hockey/product/Nike%20Dri-FIT%20Crew%20Sock%206%20Pack
Pelican Sunstream 100 Kayak,water sports,9/1/2017 15:00,Sep,15,fan shop ,125.243.168.120,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 15:01,Sep,15,golf ,55.223.225.204,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Glove It Urban Brick Golf Towel,trade-in,9/1/2017 15:02,Sep,15,outdoors ,210.138.158.124,/department/outdoors/category/trade-in/product/Glove%20It%20Urban%20Brick%20Golf%20Towel
Pelican Sunstream 100 Kayak,water sports,9/1/2017 15:02,Sep,15,fan shop ,125.243.168.120,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 15:03,Sep,15,apparel ,7.218.119.117,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 15:03,Sep,15,golf ,149.47.56.152,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 15:03,Sep,15,apparel ,132.9.150.102,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Under Armour Men's Compression EV SL Slide,electronics,9/1/2017 15:04,Sep,15,footwear ,125.243.168.120,/department/footwear/category/electronics/product/Under%20Armour%20Men's%20Compression%20EV%20SL%20Slide
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 15:04,Sep,15,golf ,29.69.203.57,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Ogio Race Golf Shoes,golf bags & carts,9/1/2017 15:05,Sep,15,outdoors ,149.47.56.152,/department/outdoors/category/golf%20bags%20&%20carts/product/Ogio%20Race%20Golf%20Shoes
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 15:05,Sep,15,footwear ,210.138.158.124,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag/add_to_cart
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 15:05,Sep,15,fan shop ,142.64.203.5,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 15:06,Sep,15,fan shop ,16.231.175.0,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 15:06,Sep,15,fitness ,198.195.205.47,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr
Titleist Pro V1x High Numbers Personalized Go,electronics,9/1/2017 15:06,Sep,15,outdoors ,149.47.56.152,/department/outdoors/category/electronics/product/Titleist%20Pro%20V1x%20High%20Numbers%20Personalized%20Go
Merrell Women's Grassbow Sport Hiking Shoe,men's golf clubs,9/1/2017 15:07,Sep,15,outdoors ,175.236.33.152,/department/outdoors/category/men's%20golf%20clubs/product/Merrell%20Women's%20Grassbow%20Sport%20Hiking%20Shoe/add_to_cart
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 15:07,Sep,15,fan shop ,11.23.59.67,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 15:07,Sep,15,golf ,138.46.82.98,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer/add_to_cart
Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/1/2017 15:07,Sep,15,footwear ,163.161.135.221,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe/add_to_cart
Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 15:08,Sep,15,fitness ,149.47.56.152,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr
Titleist Pro V1x Golf Balls,electronics,9/1/2017 15:08,Sep,15,outdoors ,62.206.64.9,/department/outdoors/category/electronics/product/Titleist%20Pro%20V1x%20Golf%20Balls
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 15:08,Sep,15,apparel ,25.13.126.141,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 15:09,Sep,15,fitness ,177.177.108.135,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 15:09,Sep,15,fan shop ,198.195.205.47,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 15:09,Sep,15,apparel ,149.47.56.152,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
Nike Dri-FIT Crew Sock 6 Pack,hockey,9/1/2017 15:09,Sep,15,fitness ,14.145.32.182,/department/fitness/category/hockey/product/Nike%20Dri-FIT%20Crew%20Sock%206%20Pack
Glove It Urban Brick Golf Towel,trade-in,9/1/2017 15:09,Sep,15,outdoors ,133.119.132.112,/department/outdoors/category/trade-in/product/Glove%20It%20Urban%20Brick%20Golf%20Towel
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 15:10,Sep,15,golf ,204.151.79.250,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 15:11,Sep,15,fan shop ,11.23.59.67,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart
Hirzl Women's Soffft Flex Golf Glove,golf balls,9/1/2017 15:11,Sep,15,outdoors ,175.236.33.152,/department/outdoors/category/golf%20balls/product/Hirzl%20Women's%20Soffft%20Flex%20Golf%20Glove/add_to_cart
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 15:11,Sep,15,footwear ,51.219.249.191,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe/add_to_cart
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 15:11,Sep,15,golf ,149.47.56.152,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 15:12,Sep,15,fan shop ,51.219.249.191,/department/fan%20shop/category/hunting%20&%20shooting/product/The%20North%20Face%20Women's%20Recon%20Backpack
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 15:12,Sep,15,golf ,221.160.70.14,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 15:12,Sep,15,fan shop ,142.64.203.5,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 15:12,Sep,15,apparel ,210.138.158.124,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 15:13,Sep,15,golf ,206.166.150.197,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/1/2017 15:13,Sep,15,footwear ,61.32.230.136,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 15:13,Sep,15,fan shop ,160.7.164.106,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
Top Flite Women's 2017 XL Hybrid,golf apparel,9/1/2017 15:13,Sep,15,outdoors ,63.241.234.226,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid
